[00:00.710] 流转接待的客户交车，
[184:30.530] 从今天开始车三年不限公里数。
[184:33.750] 原件给您冯面强的。
[184:36.850] 对。三。
[184:46.350] 外观内饰都看过。
[184:47.840] 没有，这也有信心。
[184:52.560] 然后发票一共42天就给您开具的，我先给你们。
[184:55.560] 除了要使用200，
[184:57.300] 今天把钥匙给2这F等等，今天给你晚上先开走，
[185:01.310] 然后三包给他贴完了，新的策略可能在这疏密关系开发，
[185:06.970] 没有备胎，没有随着工具，三脚架在车里哪个面吸收群里发了三
[185:12.390] 底下当我翻开之后，很快的对急救包在车里边，
[185:18.930] 如果都弄不明白这里的话，帮我写一下，本人充分了解一下说话确认。
[185:23.890] 到现在我写一次。
[185:25.560] 好的。
[185:31.400] 你看咱们G2C最顶配AMD是这块还是国际
[185:36.260] 的？
[185:37.160] Mg之前卖lc300 300，
[185:41.660] 最顶头就是AP的什么？Let mg套件国产的。
[185:47.350] 国产带个电话对。
[185:49.240] 好多特别是国产的。
[185:51.680] 应该是国产的。
[185:54.570] 进口的gl C进口的只有AMG43
[185:58.820] 或者是63，只有这两种。
[186:08.120] 一样，这俩东西实际上就是教部门不一样。
[186:16.450] 前进的。
[186:23.360] 我这边完事了加微信，
[186:25.460] 然后不明白的随时沟通。
[186:30.800] 具体
[186:33.640] 具体
[186:36.300] 对。
[186:39.100] 然后我把我姓名跟电话给你发了。
[186:42.670] 谁知。
[186:45.100] MC M打开了，您登一下昨天谁使做题了？
[186:51.450] 重新跟老。
[186:55.230] 方位。
[186:57.560] 梅赛德斯马了账号是加号，86的手机号，您都能看短信里边是眼睛都打过，
[187:07.150] 您一会登录的时候，一会我告诉你怎么登记呢？
[187:10.620] 你看我这边就没事了，然后把车给您开车间组装事去，然后一会完事之后就算了，您就开车走了。
[187:18.120] 知道了，没带着我那个工厂去，你们去看一下这。
[187:23.630] 在待会那待会你要是不着急，你等我讲完那车，我可以赶紧去留两张。
[187:30.090] 对，后边还能排队检车差不多，那会您的车也差不多苏联解体。
[187:36.170] 没事，如果您要是什么话找刘帅带您开始也行。
[187:40.240] 他也会看让大家生活都会嗨我看看
[187:47.050] 咱们就在这等着，我跟您说说好完事了，好，然后一定回去您帮我跟先生说一声，因为
[187:55.210] 它过5~6天之后一定会给他在手机打电话，
[187:59.000] 然后问大概10多个问题，然后百分制您打99我都不行，
[188:05.530] 型号好像打100分给你OK，
[188:09.680] 说说你打100块都不交我钱，但是你要达99他就扣我钱，快点。
[188:15.210] 让她call你拿99都扣钱。
[188:17.640] 您打一份跟打99不一样。
[188:20.440] 咱们全是一样的，对吧？
[188:23.080] 让他去给您做的，不要他给我我给你开走，我没有车子不能开到现场，
[188:29.510] 给你做装饰去，把这两个都回家了，行。
[188:33.280] 好好三包让他给您放车上，然后我拿别的三包给你讲，还有
[188:38.370] 我要给您讲那保修他就每个流程费用一个人，后期都能找到这个人。
[188:43.980] 也就是说从我这不您车提完之后，基本上所有的活就给我们说副本。
[188:49.970] 所有手续上的对所有手续方面都是跟刘帅去，不是交给你帮我一点点开水。
[188:57.590] 11质量灭火器，然后谁知。
[189:02.860] 等会给他去吗？他会放在您的后备箱，然后您取车的时候一会儿就要跟您作对的。
[189:09.010] 我们都是拿单子来应对我这意思了，然后。
[189:12.550] 我这边手续方面都是跟你的销售去对接。
[189:15.770] 功能上刚才都给您留微信了，包括您老公用车的时候直接跟田震去对接，
[189:21.510] 比如说哪个功能不好使了，不太会用再发一个小视频直接过去，他都给您讲解了。
[189:28.010] 然后我这边对于这台车辆后期保养以及保修、维修成本、维护成本给您做一个解释。
[189:35.500] 后期维护一台车就是找到我们售后，就在厅南侧那个表，就是我们的收费大厅。
[189:41.590] 您来到我们这儿的话，就是提前一个工作日打一个预约，因为真的进厂材料比较高的，像今天我们售后的保养预约。
[189:49.750] 包括保修维修保险101台车，
[189:52.760] 一天对车比较企业有维修，现在这100多辆就没法修过来，老厂也有保养的，
[190:00.750] 您知道吧？但是有的车他可能当天不取走的，但是就意味着如果说您当天可能等的时间真的比较久，所以说打一个电话我就会留一个空位给您出来，您到店了咱们直接上线咱就不想谈了，但是比较节省时间。
[190:17.790] 因为一般对相对来说可能后期都是男同事来维护车辆了，您就跟他说今天存储那些电话都是可以预约到保养的，当时。
[190:26.480] 那个月请来了。
[190:27.590] 保养提示一下。
[190:29.420] 一样是一年或者是1万公里才来一趟，不需要您什么3000 5000 8000过来，这都不需要的。
[190:35.880] 一年或者1万这两个数字是以哪个先到以那为。
[190:39.520] 每回来第一就是更换一个基础的原因，机油、机滤、机油三滤这样循环白色。
[190:45.340] 这是咱们要自己花钱的，但是奔驰的保养相对来说比较合适，花了多少钱？
[190:50.600] 就收您一个工时，然后几百块钱的这种费用，差不多您单次保养
[190:56.800] 发现。
[190:57.900] 然后。
[190:58.960] 送您就不需要再花钱了，就直接在我们售后系统里边就体现了这位您就不需要再花钱，
[191:05.730] 说明几次，然后您就这几次您都不需要花钱。然后第二点我要给您做全车积淀的检测。
[191:12.870] 也就是说这台车有多少。
[191:14.670] 后我对于这台车辆不排除问题，后来确保您这样的一种科技安全系数，这个是比较关键的，所以说定期的时候回来系统
[191:24.490] 这块的人没问题晚。然后第二今天我周恩来跟您说的就是一个报修，
[191:29.420] 咱们车子都比较关注的人都在这儿，
[191:32.220] 像您这个车销售应该跟您提过了，原有本身自带的是一个三年的质保，
[191:37.660] 现在让您签哪个复印件是我们给厂家流动未备份的？
[191:42.600] 三年内这台车出现了质量问题，都是由五奔驰来配送，
[191:46.980] 不需要您怎么来花钱，也就是说在您开车的过程中，如果说发现这种小型的磨损毛小青的故障率，您就需要开到就近的4S店系统，
[191:57.200] 直接搜索头，就这意思，但是尽可能地比较。
[192:00.740] 钱您说不是什么大问题，多多。
[192:04.500] 您投的植保机超它真的就得自费了，是这意思，有问题咱们及时解决，好，最后有问题就这块我就跟您不说来了。
[192:13.490] 然后接下来我跟您说一个奔驰最新的政策，您一会也跟您爱人沟通一下这个事儿，首先原有3400确实反馈给我收，后来很多车主反馈回来都用，
[192:24.530] 因为这车家用车很少，有时候一两年换车的，可能我都希望看4年五六年，
[192:30.730] 然后后期如果说初稿之后车辆要发生磨损，大多数车主厂都在修车，对。
[192:37.110] 铃声刚因为奔驰车确实我给您换成一个配件，您费用我都不低，
[192:42.870] 就这意思，所以说结合车主反馈回来这些所有的问题，现在厂家给了一个政策，这个政策我现在就是说
[192:51.670] 享受的基本都是每年汽车脂肪结合，您自个用车看您要不要做质保期的延长。
[192:58.300] 因为您俩除新车奔驰厂家就是走到了诱人的条件，就是用来这两个人受到工作，也没有任何的捆绑，知道他是这样的过程。
[193:08.770] 奔驰的延保它是对于整车作为一个覆盖，
[193:12.340] 机械的东西我跟您说那么多了，可能咱们谁也不住，您一会跟您爱人沟通就行了。
[193:18.310] 整车质保的意思也就是说您的车辆维修就分为两点，
[193:22.900] 第一点就是一个外观上的维修，第二点就是内部。
[193:26.610] 一般外观的这些咱们都知道都是走您的商业保险，
[193:30.270] 对吧？比如说出现这种小划伤小磕碰，保险公司的已经很饱了，
[193:35.340] 保险公司是需要您每年都要续续的一个保费，
[193:39.230] 大公司去，然后尽可能出全选就完了。
[193:42.800] 因为奔驰车他没有资质，还有嗦嗦的一个，起码他是4000多，您说您自个修，别这么呵呵，
[193:48.200] 该出保险车保险就可以了。
[193:50.470] 然后第二点就是我们医院内部的磨合，
[193:52.950] 内部机电，
[193:53.920] 如果说车辆在发生那种小型的磨损，比如说高速上灯，
[193:58.020] 比如说某一个开关某个影子方式，
[194:00.480] 发动机电子照片一想了，
[194:02.610] 这些情况您直接回来小奔驰的。
[194:05.780] 我们现在的保修的索赔流程，也就是说客户总经理
[194:10.070] 等于您不需要等等您回到4S店车弄好，您直接开走车辆不消费不浪费和不断。
[194:17.750] 所以说您需要核对的就是您的用车周期，
[194:21.620] 短时间用车咱俩咱就换车了，你不去那了，这种说话人家不掉的。
[194:27.260] 这个不听也是这样。
[194:28.660] 三年免费质保之后能
[194:30.720] 您要说是空间本身三年以上过，您的流动的可能全车覆盖的意思，也就是说整车
[194:36.730] 大的发动机变速箱，
[194:39.270] 小稻农车身的这些开关的便秘部分，
[194:42.720] 都是城堡的，然后
[194:45.020] 这个意思这两大核心是这样的，我们跟您说太多了，其实这两套组合的态度更低，
[194:51.040] 没有说什么是发动机变速箱的，我给您做两个提示，你要着重的跟家人强调一下。
[194:57.310] 发动机部分现在所有的车型
[195:00.440] 不光是咱们提亮，平时就包括园区环节，
[195:04.420] 奥迪一样涂的，
[195:06.050] 也要着重的数字，
[195:07.740] 天天
[195:09.290] 你坐着或者说
[195:11.260] 联谊钥匙给他了吗？
[195:13.480] 没坐庄是两个。
[195:15.280] 他会给你一把钥匙，
[195:16.670] 然后你直接拿走。
[195:18.210] 然后到咱们周五验收之前，周四我跟他联系，然后我就会把这个给您做在前面。
[195:24.750] 展厅这块
[195:27.000] 您来了以后直接
[195:28.970] 就可以开走。
[195:30.200] 然后到时候我们发钱，
[195:31.970] 早晨我们7:30要到钱的厂，您应该从那走的话，怎么着也得提前个40分钟到场，
[195:39.270] 从那调整好大概有半小时20分钟半小时，
[195:42.790] 一块走了。
[195:43.770] 上半年最好稍微等一下，您六六点半左右您这到检测场到场了，咱不着急，要到网的话有可能
[195:52.230] 会排到很后，所以说最好早上。
[195:55.680] 然后
[195:56.660] 一会他给你讲完就没事了，就可以给拿了药之后就给人离开了，然后我一会给你交税。
[196:04.280] 然后到时候后续我周四跟您
[196:06.390] 我们没少一次。
[196:08.120] 您在平常治疗法的对，我想到科学谁带着我们治疗，把说前面一会有事吗？
[196:15.270] 前天你怎么喝了，我先给您安排交费，交完税以后，然后你讲完你查我，
[196:20.800] 我先去交费，我过来
[196:24.640] 跟您着重的强调发动机以及变速箱，对还核心部件，一般男同事开车相对来说这两块也比较清楚。
[196:32.230] 您要再跟他说一句，知道有家具5个店，95号汽油、中石油中石化国家级的加油站，
[196:38.600] 然后这块我想跟您确认一下咱们的纯汽油的问题，
[196:42.140] 我不知道你们二位用车不会牵扯要去外地，
[196:46.220] 不去外地的行了。
[196:48.490] 如果说去到外地的话，注意两弟游平回家的问题一定要切记，因为咱们北京现在用的是无心汽油，
[196:56.620] 咱们外地现在北京周边、河北、天津、石家庄、东北，咱俩手用的都是乙醇汽油，
[197:03.470] 如果说有这两个油品混家的情况，尽可能的做到什么样一地油品尽量用，
[197:09.860] 再去添加新的一个油品，用完不是说让您一点都不受少受，
[197:15.140] 爆灯之后再去添加，我为什么要跟您强调这个事儿，因为咱们北京早晚有一天是要普及易传的，
[197:22.710] 现在这些试点都是全系都普及了，你知道吧？
[197:27.220] 乙醇跟吴谦它的材质是不一样的，
[197:29.790] 与城里边有10%的酒精，也就是说白了它里边有水分，
[197:33.820] 他是不能跟咱们目前修复的。
[197:36.480] 您就注意这一块都没问题，然后把ED油品计量用完，咱们再去增加新的余地，咱们的发动机就不会出现什么异常的问题了。
[197:45.350] 所以说这块您主动注意，
[197:47.280] 因为我回来一到逢年过节，节假日，真的所有车行的数据都会有集中返修的现象，
[197:54.030] 还加油，导致了这种什么加油不坐车，
[197:58.500] 油耗变得很高。
[198:00.230] 这种情况说话有一个缸体，他可能没有在工作。
[198:04.220] 您那个车4缸的
[198:06.260] 有一个刚没工作，您就要去检查去，
[198:09.880] 这个费用都不低，所以说咱们避免这个问题就好了，就这意思，着重的注意一下。
[198:15.890] 回去如果说您爱人有什么不同的地方，让他随时的问我，
[198:19.460] 都可以。
[198:20.520] 然后进入两个店促销，如果说这台车说话要是一直都是您开店，子乡那块我都不跟您多说什么。
[198:27.500] 没问题，女同事开车没有检修垫付项目，
[198:30.620] 但是我真的不知道您爱人平常开车什么动作。
[198:33.920] 我回来检查电路箱还都是没事，
[198:36.510] 开车动作相对来说是比较快，
[198:39.080] 只有一个动作，您就捎带什么提一句就完了，在停车泊位倒车入库的时候，
[198:45.670] 如果说车位比较紧张，一把楼没进去，可能咱们就需要由车了。
[198:50.420] L档和D档会有一个频繁交替的这么一个动作，
[198:54.770] 才能把这车揉进车位。
[198:56.840] 壤和D档切换的时候，在车停稳的这种状态下，
[199:02.350] 再去变成
[199:03.910] 其实他们也都知道，
[199:06.290] 但是这个习惯改不过来，我实话跟您说，就包括我家人开车，
[199:10.800] 你频繁的说你在旁边说，他老说开盘，
[199:14.090] 他们的动作就是比较快的，车晃动期间岗位就已经变更完毕了
[199:19.850] 了，就这样子。
[199:20.780] 我为什么要提到这个事儿？其实所有的车，包括咱以前开的日系车也好，大众车也好，
[199:27.830] 您提的所有的车沃尔沃都一样，
[199:30.210] 他都会牵扯到这个岗位的问题。
[199:32.830] 但是如果说故障率要是发生在奔驰车身上，他的费用很高，
[199:38.140] 为什么？因为奔驰工时就要比其他的公司要
[199:42.980] 你看我以前大众车他的工时费是180，
[199:46.320] 现在我那排C
[199:47.920] 也是650，
[199:49.330] 他是会在这你知道吧，尽可能的养成一个良好的驾驶习惯，后期咱们的维护成本
[199:55.310] 就会大大的降低，所以说您就不需要担心您的车会不会出现这种大型磨损。
[200:00.490] 家用车很少有说我索赔的发动机和变速箱这两大块了，
[200:05.530] 您就跟他做一个提示就好了，因为咱们拍的都是自个家说咱们不是公车，
[200:10.560] 对吧？这两块尽可能地提示一下就好了。
[200:13.620] 提示完了您就说别说您这车三五年开了，你把这10年开，也很少说由我动到它的，
[200:19.800] 因为我一旦给您弄到他通话4S店的产值是非常高的，
[200:23.920] 算数不用您花一分钱，但对于您的专业有折损，
[200:27.900] 您这车您不可能开一辈子对吧？您开8年开7年的时候，您要换的时候卖上钱吗？
[200:33.540] 这个意思。
[200:34.420] 然后像我们下面的那些传动，
[200:36.670] 然后像您的那些模块东西不跟您说太多东西了，您也记不住，我跟您说一点情况，在您
[200:44.400] 如果说这台车是您开的时候，您就关注您的仪表盘即可。
[200:49.350] 一秒团平常您打着火之后会面的威登，然后之后这些灯都会灭掉，只会显示一个就是安全带动，
[200:56.850] 对吧？安全带提示动。
[200:58.200] 如果说在行驶过程中，
[201:00.510] 突发的又报了一个黄色的东西，
[201:03.570] 红色的东西不管它是什么情况，您就记住了，咱们就近的分出下载
[201:08.620] 才出现问题，
[201:10.050] 然后再放心去使用，
[201:12.100] 这样会比较踏实一点，比较安心一点。
[201:14.470] 这个有可能不是那么大不了。
[201:16.460] 几个车销售故障码，最多换一个小的传感器就能解决，
[201:21.520] 都不相信怎么花钱的。
[201:23.090] 如果说车辆将放了红色的物料楼，突然有一个红色的用户来，您说切记咱就开了，
[201:30.270] 靠边找一个安全的地方，咱就停车，直接呼车里边M一件，
[201:35.800] 这里边有两三件，
[201:37.360] 一个是SOS，一个mv。
[201:39.910] M1就是对于车辆出现故障的时候，咱们去叫一个
[201:45.600] 首先是三年全国性质的150公里以内免费公园，
[201:51.530] 所以说您不要怕麻烦，直接付过来就完事了。
[201:55.220] 像三年后需不需要续费说话，您想去的去推上去，
[202:00.830] 因为保险公司也是不计次数的救援，
[202:03.380] 唯独一个区别就是保险公司现在是100公里，
[202:06.720] 也不用
[202:07.880] 这两点结合到一块足够了。
[202:09.860] 了，SOS它会永久的给您保留。
[202:13.470] SOS相对来说就是咱们奔驰的安全系统，
[202:16.770] 它是分为两种情况，一个是主动网络是被
[202:20.740] 主动的意思就是说当咱们需要
[202:24.110] 磕碰受伤的时候，咱们问题SOS他就会直接后台将于20之后，一个是被轿车当气囊案出安全奶茶的时候，
[202:34.960] 我们后台就会主动问您一下，政府有应答，您就告诉初始的是范围小，一个这样的
[202:43.010] 运行，谁知的轻易咱是用不上的。
[202:49.290] 然后涡轮增压器
[202:51.360] 平常的时候也会有车主问到一个问题，说现在的车还需不需要热车？
[202:57.020] 可能这都是咱们需要关心关注这个问题，然后我这么跟您提一句，但凡是带增压器的时候
[203:03.870] 代替的，
[203:04.970] 后边您说话2.0T的对不对？
[203:08.200] 代替就是在涡轮增压器，
[203:10.440] 在涡轮增压器10号发，
[203:13.500] 但是热车的时间不要过长，
[203:16.110] 跟您家先生说一声，每天热车的时间30秒到一分钟即可，
[203:22.550] 这能有效地减少积菜其实足够热潮不够用了，他热的是什么？
[203:28.310] 就是为了让润滑油进到屋里里面，
[203:30.760] 如果说您上车一件，大伙直接一点油门就走行不行行？
[203:35.140] 但是这会儿涡轮的状态是干磨的，
[203:37.850] 他没有润滑油，
[203:39.350] 但是您如果说您等到三秒记得安全带，
[203:42.400] 调一下后视镜，
[203:44.260] 看一看手机的时候你还30秒一分钟，他这会儿润滑油已经进到屋子里面了，
[203:51.020] 他就会比较顺畅，
[203:52.490] 他就能有效的延长屋里的水。
[203:55.340] 我为什么要跟您提乌龙？目前来说我做水平工作多轮其实换的很少，基本上没有。
[204:02.460] 但是如果说他要是换到她的话，咱们整个中国
[204:06.840] 他也没有维修技术，
[204:09.000] 您还没有换一个大的从全世界都是一个意思，但是是不需要您自己担心，
[204:14.670] 养成一个小习惯的谁知。
[204:17.380] 然后起步之后先清理油吗？
[204:20.230] 轻踩油门，等到这个转速表下来之后，水温上来您再随便去采访，
[204:25.770] 就OK了，这也是比较好的一个方法。然后初期用车的时候跟您先生说，现在这个车已经不需要咱们去拉高速，
[204:33.990] 跑高速了，
[204:34.920] 都是不需要的，发动机出厂的时候都已经磨合过了
[204:38.150] 了，但是前1500公里进口能够做到一个平稳驾驶，
[204:43.870] 其实我经常会说前1500公里你同时开会比较好一点，
[204:48.360] 真的稍微柔着点开，
[204:50.670] 这个能有效地帮助您的油耗。
[204:54.100] 您呼吸这车省不省油，跟这1500公里有直接的关系，麦宿120万以里，
[205:00.700] 转速尽量保证在3000高米，
[205:03.600] 其实这些都不算，您太担心，
[205:05.820] 您只要不是D角膜油门给到底不会超过3000多了，
[205:09.800] 咱们这又都限速，哪能跑到120考不上，
[205:13.790] 对吧？
[205:14.540] 您就记住了，堵车的时候跟前车距离稍微的离远一点，别离他太近，您就能有效地减少这种急加油急刹车的动作，
[205:23.590] 就可以一块
[205:24.380] 超过1500公里，如果说你们想再去跑，
[205:28.140] 你这地方都去了就好了，而且现在疫情期间哪去了？
[205:31.860] 你也马路接触了记录了临牌千万不要出事。
[205:35.900] 就在我经常看到用户，现在名牌已经不是说像以前似的随便跑了，
[205:41.870] 现在专门拆台了，
[205:43.780] 我今天早晨的时候吓我1Q7没挂一块儿直接就被安排了，所以说临床就是给他照张相场。
[205:51.380] 潇潇一点谁知，
[205:54.800] 然后转向机我这里提示的情况一般男同志谁知
[206:01.370] 因为您现在这个车是电子转向，
[206:04.050] 今天对他们方向盘很轻，我刚才已经给他说，以前说句打方向的时候会觉得车很重，
[206:11.790] 现在车您会发现它很容易很清，电子助力转向起到作用，
[206:17.310] 但是电子助力转向它是没有什么转向助力油，我家的他是没法维护的，
[206:22.730] 里边都是限速以及模块，
[206:25.080] 所以说就要咱们去延长它的使用寿命，
[206:28.300] 减少原地打轮，
[206:30.380] 长时间打死，
[206:32.150] 打码那种放大的动作，
[206:34.050] 一般都是咱们女士。
[206:35.430] 还有就是说在您起步的时候，尽可能给点油之后，
[206:39.550] 再去转方向。
[206:41.930] 您要说在您没有理由的时候，您去转转访谈他的转成处理转账归梦，它是压力倍增的。
[206:49.540] 您知道吧？您车都没动，您就去转方向，他肯定构成压力比较大，而且它对于前轮胎
[206:56.530] 磨损也会比较大，
[206:58.060] 这都是正常咱们后期的一个用车习惯，这块您清楚就行了，启动燃油冷却这些可能
[207:05.870] 就像您说的，您回来保养的时候都会给您检查的，我发现有异常或者说有什么我都会告诉您，您不要太多水，
[207:14.450] 有问题也都是直接给您搜索页面工号，
[207:17.470] 空调您自己都能发现不制冷不制热了，那就是压缩机话了，直接回来更换压缩机就行了。
[207:24.990] 这也都是免费。
[207:26.040] 像您电力设备这块确实是车主用的比较多的部分，因为现在电子元器件越来越多，
[207:33.590] 您也发现了现在这个车对比以前的车功能就又变多了，你没晕车就太多的这种平台。
[207:41.830] 这个东西实话跟您说，他确实占着我的维修站并不
[207:46.120] 但是没有什么办法，有的车还没到的，他也没有，
[207:50.340] 但是有的时候他可能在某一天一个触感上，比如说类似毛泽东央企还有波折，
[207:56.090] 他不好玩，
[207:57.090] 它是一个本身它自己有一小项目不当的，这就是赶上了没有问题，它会随着时间城市增加出现小性的老大。
[208:06.830] 比如说频繁的大陆的温存，这些东西都会导致它自贸玻璃生气，出现一个故障率，就这意思。
[208:15.320] 您就记住了，哪用着不对劲不好使，按钮不亮了，或者说您的屏幕出现死机的状态了，
[208:23.230] 及时回来
[208:24.450] 排出问题就好了，就这意思，这里边包括的特别全面，向您的中控车窗的所有部分雨花，您说您有气不动了，那就是机电推销的目的。
[208:35.430] 直接回避完了，
[208:36.820] 全市都免费弄坏了。
[208:39.000] 车主反馈回来修车贵贵在哪？就是因为现在基本上东西都不休，
[208:43.790] 都是直接给您换新价的，而且我即使说想给您修您也不乐意，因为如果说有一个模块出现了磨损了，我给您修的话他有可能会产生二次磨损，
[208:55.440] 他可能您要还有他回来修改，但我让给您换一个新，它基本上短时间内没用的，他就不会有二次。
[209:03.250] 相对来说对于4S店来说，产地有的
[209:06.330] 奔驰厂家它会直接赔付给我们，
[209:08.660] 这就是我们挣到的钱，是这个意思。
[209:11.360] 所以说你们结婚，你们自己用车的周期，原有三年是厂家能赠送，
[209:18.370] 是国家硬性规定的，他也必须有一个
[209:21.520] 就是这个意思，但是确实现在车主法学4年5年6年怎么办？所以说现在他给到您补贴，您可以去增加2年，
[209:31.080] 变成5年，
[209:32.510] 您核对您的补贴用不用？您跟我说您延长，我就直接给您激活多小时。
[209:38.350] 完成。
[209:39.250] 像您这个车咱们提的是
[209:42.080] 300对吧？我跟您说一下费用的问题。
[209:45.440] 像您这个车都是价格去做延长化，服务费衍生都是需要有一个费用的。
[209:51.510] 您这个车服务费用是17,600，
[209:54.210] 新车它会给到您5折的补贴，
[209:57.480] 补下来之后您自己承担的费用就是。
